DocNo,sentence,tag
D4,NOP,B-FUNCTION
D3,server,I-SYSTEM
D5,a,O
D2,scanner,I-TOOL
D3,your,O
D3,the,O
D3,mail,O
D3,dangerous,O
D2,Engine,I-TOOL
,,
D5,Server,I-SYSTEM
D2,the,O
,,
D3,every,O
D3,that,O
D2,Simple,O
D4,to,O
D4,to,O
D3,predictable,O
,,
D2,you,O
,,
D4,accounts,I-FEATURE
D4,2,I-SYSTEM
D3,of,O
D3,the,O
D3,the,O
,,
D5,logs,B-DATA
D5,files,B-DATA
D1,to,O
D3,no,O
D3,the,O
D4,are,O
D5,mark,O
D5,ie,O
D2,with,O
D3,and,O
D2,entire,O
D4,using,O
D3,1,O
D2,be,O
D3,well,O
,,
D2,header,I-FEATURE
D2,Port,I-DATA
D3,using,O
D5,logged,B-FUNCTION
D2,running,O
D4,looking,O
D4,as,O
D3,even,O
D2,three,O
D2,and,O
D3,the,O
D5,that,O
D4,can,O
D2,certain,O
D4,is,O
D1,sends,O
D4,was,O
D3,configuring,B-FUNCTION
D5,syslogconf,B-DATA
D2,has,O
D3,set,I-DATA
D5,logs,B-DATA
D3,and,O
D1,into,O
D3,protect,B-FEATURE
D3,rules,B-FUNCTION
D3,requested,O
D4,service,B-APP
D2,a,O
D3,activities,O
D3,can,O
D4,keyword,O
D5,Remote,B-SYSTEM
D4,Metasploit,B-TOOL
D5,LOG,B-APP
D2,other,O
D3,send,O
D2,legitimate,B-FEATURE
D3,data,B-DATA
D2,to,O
D4,SQL,B-SYSTEM
D4,command,B-FUNCTION
,,
D2,common,O
D4,you,O
D2,to,O
D3,Nmap,B-TOOL
D3,you,O
D3,on,O
D2,Attacker,B-ATTACKER
D5,system,B-DATA
D2,scans,B-TECHNIQUE
D2,First,O
D3,that,O
D3,point,O
D3,and,O
D3,spoofed,B-VULNERABILITY
D5,central,B-SYSTEM
D4,a,O
,,
D4,exploit,B-FUNCTION
D2,the,I-FEATURE
D4,a,O
D3,the,O
D2,more,O
D3,scan,I-TECHNIQUE
D3,2,I-SYSTEM
D2,brute,B-FUNCTION
D4,remote,B-SYSTEM
D3,system,B-SECURITYTEAM
D4,By,O
,,
,,
,,
D2,code,I-DATA
D4,new,O
D4,available,O
D4,used,O
D2,Another,O
D4,customizable,O
D3,of,O
D5,multiple,O
D4,be,O
D3,this,O
D2,a,O
D5,logs,B-DATA
D2,of,O
D4,settings,B-FEATURE
D4,vulnerabilities,B-VULNERABILITY
D4,classes,B-FUNCTION
D3,and,O
D1,Snort,B-TOOL
D3,Linux,B-SYSTEM
D4,of,O
D5,by,O
D4,generators,I-FUNCTION
D2,that,O
D4,are,O
D2,response,B-FEATURE
D3,can,O
,,
D3,and,O
D5,message,B-DATA
D3,and,O
D5,The,O
D2,brute,B-FUNCTION
D4,scan,I-TECHNIQUE
D3,pentesting,B-TECHNIQUE
D5,forwarded,O
D4,to,O
D3,testing,I-TECHNIQUE
D4,used,O
D3,at,O
D4,company,O
D2,displays,O
D4,a,O
D3,the,O
D3,this,O
D2,password,B-FEATURE
D2,RPC,B-FUNCTION
D3,Scripting,I-TOOL
D2,malware,B-FUNCTION
D5,the,O
D1,Snort,B-TOOL
D2,bounced,O
D3,waiting,O
D4,following,O
D5,instead,O
D5,Run,O
D4,typed,O
D3,Ways,O
D3,iptables,B-APP
D5,name,I-FEATURE
D2,between,O
D5,logging,B-FUNCTION
D5,by,O
,,
D5,cause,O
D4,issuing,O
D5,are,O
D2,packets,I-DATA
D4,console,B-TOOL
D2,handshake,I-TECHNIQUE
D3,with,O
D1,has,O
D3,be,O
D4,at,O
D5,system,I-TOOL
D3,determine,O
D2,is,O
D3,promoting,O
D4,to,O
D3,packet,I-DATA
D2,RST,B-DATA
D3,and,O
D5,message,B-DATA
D2,Nmap,B-TOOL
D4,KVM,B-SYSTEM
D3,added,O
D4,about,O
D4,options,O
D2,is,O
,,
D5,forward,O
D5,only,O
D3,data,B-DATA
D5,client,B-SYSTEM
D3,the,O
D3,to,O
D2,Connect,I-TECHNIQUE
D2,Increase,O
D4,on,O
,,
D3,the,O
D3,offer,O
D3,Systems,I-TOOL
D1,Output,B-TOOL
D5,as,O
D3,security,I-TECHNIQUE
D2,RPC,B-FUNCTION
D5,file,B-DATA
D2,aggressive�,B-FEATURE
D5,by,O
D5,of,O
D4,ie_execcommand_ua,B-VULNERABILITY
D3,the,O
D3,11,O
D2,the,O
D4,knowing,O
D3,rules,B-FUNCTION
D3,probes,B-TECHNIQUE
D2,of,O
D4,CPU,B-SYSTEM
D2,then,O
,,
D5,forwarded,O
D3,the,O
D3,setup,B-SYSTEM
D2,administrators,I-SECURITYTEAM
D4,can,O
D3,name,B-SYSTEM
,,
D3,eight,O
D2,that,O
D4,using,O
